transaction_id,customer_id,amount,account_age_days,transactions_1h,transactions_24h,failed_attempts_24h,hour,device_age_days,is_fraud
TXN001589,1044,204.96,190,2,2,1,19,544,0
TXN001590,1914,3680.86,512,1,5,0,10,183,0
TXN001591,1777,5948.13,658,1,4,0,15,400,0
TXN001592,1597,355.87,90,0,5,0,8,69,0
TXN001593,1915,2651.96,6,0,3,1,18,990,0
TXN001594,2467,269.23,905,2,6,0,4,720,0
TXN001595,2738,1399.85,139,1,4,0,17,242,0
TXN001596,850,1792.39,95,3,6,1,19,548,0
TXN001597,2110,657.56,631,3,2,1,18,387,0
TXN001598,2264,1229.16,878,1,6,0,12,96,0
TXN001599,3,3034.63,632,1,4,1,17,385,0
TXN001600,160,961.7,386,1,8,0,17,724,0
TXN001601,781,487.77,123,2,3,2,12,481,0
TXN001602,893,252.51,285,2,6,0,10,881,0
TXN001603,2031,686.14,366,0,9,0,4,799,0
TXN001604,2377,267.83,889,1,6,0,3,724,0
TXN001605,580,697.25,691,2,3,0,11,903,0
TXN001606,1934,627.48,490,4,4,0,18,917,0
TXN001607,1381,2878.22,325,0,8,1,20,360,0
TXN001608,1291,1197.71,407,0,5,0,4,647,0
TXN001609,1641,23311.72,996,2,5,0,0,295,0
TXN001610,952,97.88,519,4,5,1,9,413,0
TXN001611,2683,1597.26,896,1,7,0,0,146,0
TXN001612,988,637.87,824,4,0,0,10,847,0
TXN001613,1219,348.19,639,5,3,0,9,628,0
TXN001614,921,1058.15,77,4,1,2,2,919,0
TXN001615,2786,967.25,234,0,3,0,4,915,0
TXN001616,1356,3997.3,830,0,8,1,10,179,0
TXN001617,170,1223.55,586,1,4,0,21,559,0
TXN001618,521,477.54,484,1,2,2,5,335,0
TXN001619,1487,1637.71,464,1,10,1,7,978,0
TXN001620,40,832.49,271,1,4,1,0,320,0
TXN001621,1561,284.13,821,1,7,1,13,583,0
TXN001622,1419,813.83,939,0,4,0,12,494,0
TXN001623,955,1446.83,467,1,6,0,22,483,0
TXN001624,984,1196.0,469,4,2,1,18,402,0
TXN001625,975,1630.07,632,1,6,0,21,822,0
TXN001626,38,583.02,547,0,2,0,2,189,0
TXN001627,2376,1605.41,719,2,5,2,6,486,0
TXN001628,1275,1266.66,270,2,5,2,5,51,0
TXN001629,1200,1279.05,605,0,7,0,9,446,0
TXN001630,1626,1140.05,965,2,5,1,9,446,0
TXN001631,914,14932.75,378,3,5,0,7,784,1
TXN001632,454,4155.35,177,1,3,1,5,567,0
TXN001633,37,1563.17,274,0,6,1,6,729,0
TXN001634,1712,419.79,691,3,6,1,5,427,0
TXN001635,796,772.17,641,1,1,0,18,603,0
TXN001636,973,7623.16,637,2,8,0,1,23,0
TXN001637,593,558.06,27,2,1,0,18,18,0
TXN001638,1138,898.86,576,2,5,1,16,653,0
TXN001639,1325,840.77,60,0,6,0,13,323,0
TXN001640,2272,1705.25,731,2,4,1,21,669,0
TXN001641,318,649.38,217,4,3,1,6,203,0
TXN001642,2397,1355.91,681,0,7,0,3,734,0
TXN001643,2163,667.02,661,3,7,1,19,578,0
TXN001644,2746,5310.35,270,2,4,2,0,814,0
TXN001645,1347,481.29,116,1,2,0,11,984,0
TXN001646,1592,3544.58,245,4,7,1,8,38,0
TXN001647,1890,543.4,660,0,4,2,8,133,0
TXN001648,2088,393.67,604,3,2,0,22,410,0
TXN001649,1997,472.98,85,2,6,0,20,333,0
TXN001650,1773,140.65,599,0,4,0,7,274,0
TXN001651,1313,1856.26,907,4,8,0,10,827,0
TXN001652,1286,271.3,632,1,2,0,10,656,0
TXN001653,216,713.72,450,1,7,0,21,988,0
TXN001654,2384,2735.16,852,2,3,1,17,654,0
TXN001655,2140,2631.27,536,0,8,1,12,834,0
TXN001656,2401,196.76,887,2,4,1,10,43,0
TXN001657,2619,1591.85,89,1,4,0,15,454,0
TXN001658,2864,4309.57,549,1,7,1,10,837,0
TXN001659,1705,510.7,854,2,8,1,9,847,0
TXN001660,2829,2031.01,895,2,12,0,5,466,0
TXN001661,363,278.12,507,1,1,1,15,33,0
TXN001662,2605,1742.0,408,4,2,2,0,60,0
TXN001663,1717,1283.73,271,2,6,1,18,35,0
TXN001664,1194,2424.49,524,2,6,0,20,985,0
TXN001665,356,2250.65,494,2,9,0,2,552,0
TXN001666,191,216.12,607,2,3,1,17,794,0
TXN001667,2470,1291.89,448,3,5,2,19,406,0
TXN001668,700,6269.78,543,1,3,0,15,868,0
TXN001669,2055,79.65,949,2,2,1,10,523,0
TXN001670,2181,3499.28,350,2,5,2,5,267,0
TXN001671,557,7495.41,745,1,9,2,6,504,0
TXN001672,826,184.65,852,2,6,2,17,878,0
TXN001673,2809,490.37,328,2,5,1,5,306,0
TXN001674,1055,2041.2,812,1,5,0,18,487,0
TXN001675,2583,378.66,286,0,3,0,16,318,0
TXN001676,426,5639.19,35,1,0,1,19,469,0
TXN001677,2720,3907.59,533,2,3,2,2,173,0
TXN001678,2411,208.11,623,1,4,2,10,985,0
TXN001679,1575,449.59,488,0,11,0,8,688,0
TXN001680,2130,2762.26,831,3,5,0,21,372,0
TXN001681,2404,2635.4,860,1,9,0,1,179,0
TXN001682,589,15711.18,487,4,4,1,1,922,0
TXN001683,2013,381.51,145,1,9,0,18,732,0
TXN001684,1548,6317.39,524,1,7,1,5,121,0
TXN001685,295,366.25,756,2,6,1,21,123,0
TXN001686,1986,1998.97,146,1,2,0,23,633,0
TXN001687,1248,3199.7,751,0,6,0,3,653,0
TXN001688,1549,30.18,503,0,5,0,2,791,0
TXN001689,1691,3272.95,604,0,2,0,1,978,0
TXN001690,1137,5776.1,828,0,3,1,19,352,0
TXN001691,1257,4084.92,835,2,6,1,15,217,0
TXN001692,2065,12887.42,627,4,6,1,18,671,0
TXN001693,360,3491.94,527,2,5,0,20,460,0
TXN001694,2914,575.57,272,1,7,0,21,325,0
TXN001695,700,4850.38,534,1,10,2,5,182,0
TXN001696,448,537.67,630,2,4,0,8,333,0
TXN001697,2904,1210.64,881,0,1,3,5,380,0
TXN001698,2413,2975.42,95,3,3,0,4,793,0
TXN001699,675,1877.5,447,1,4,0,17,743,0
TXN001700,1008,5548.92,415,1,4,2,18,201,0
TXN001701,1350,21729.14,257,0,4,1,5,883,0
TXN001702,2515,280.1,843,2,7,0,19,60,0
TXN001703,2462,739.52,262,2,4,2,2,233,0
TXN001704,586,1603.04,87,3,2,1,6,487,0
TXN001705,1257,629.02,905,1,9,1,11,806,0
TXN001706,1248,1001.4,436,2,14,1,6,119,0
TXN001707,994,2782.16,976,3,6,1,21,388,0
TXN001708,1436,2372.0,830,3,9,0,19,794,0
TXN001709,572,1475.57,570,2,4,1,19,336,0
TXN001710,2383,1309.34,742,0,7,1,15,731,0
TXN001711,1246,838.28,108,1,10,0,13,168,0
TXN001712,2085,5916.07,19,1,5,1,6,120,0
TXN001713,989,8071.27,365,2,3,1,6,960,0
TXN001714,278,3724.09,653,1,7,1,23,708,0
TXN001715,1220,276.1,379,0,3,0,7,477,0
TXN001716,2964,800.59,160,0,2,0,10,904,0
TXN001717,1888,1393.54,100,6,4,0,9,786,0
TXN001718,484,354.66,265,2,5,1,21,832,0
TXN001719,1266,1205.8,750,0,5,1,18,993,0
TXN001720,731,1126.27,750,0,3,1,2,811,0
TXN001721,2240,4027.76,49,3,11,1,5,287,0
TXN001722,1041,603.08,677,1,2,1,1,633,0
TXN001723,2572,4429.15,799,3,8,1,0,232,0
TXN001724,918,347.64,415,0,5,0,17,856,0
TXN001725,2449,411.0,59,1,4,1,14,167,0
TXN001726,886,695.59,183,1,7,3,17,756,0
TXN001727,2753,1161.48,659,2,6,0,7,509,0
TXN001728,22,60.35,447,2,4,2,11,119,0
TXN001729,474,1902.94,898,1,4,0,22,102,0
TXN001730,2258,8528.86,301,1,6,0,1,36,0
TXN001731,2354,2395.92,608,2,3,0,23,324,0
TXN001732,704,851.67,555,0,9,2,11,763,0
TXN001733,687,298.42,354,1,6,1,15,32,0
TXN001734,285,124.51,769,2,7,1,17,245,0
TXN001735,716,152.68,213,0,2,1,7,352,0
TXN001736,763,937.29,189,0,7,0,18,245,0
TXN001737,1251,13743.1,643,3,7,1,6,826,0
TXN001738,948,42.08,347,1,3,0,10,281,0
TXN001739,2429,2540.87,812,1,5,4,5,810,0
TXN001740,2508,486.26,903,1,8,1,7,176,0
TXN001741,1031,733.19,801,3,2,0,22,437,0
TXN001742,29,355.94,137,1,3,2,8,84,0
TXN001743,907,212.53,30,0,3,0,6,792,0
TXN001744,2927,1275.08,146,3,4,0,9,490,0
TXN001745,2127,1503.22,824,5,4,0,9,943,0
TXN001746,2995,2445.51,986,2,4,0,3,569,0
TXN001747,2507,145.14,468,1,7,1,18,748,0
TXN001748,570,3129.93,998,0,3,0,17,661,0
TXN001749,2007,3197.64,617,1,6,0,18,464,0
TXN001750,1454,1825.1,503,1,7,1,23,925,0
TXN001751,738,661.72,799,1,4,1,13,459,0
TXN001752,516,1587.82,968,2,4,1,7,502,0
TXN001753,2001,904.57,191,1,4,1,11,329,0
TXN001754,2445,3505.96,471,0,4,1,2,593,0
TXN001755,39,706.38,690,1,5,1,13,550,0
TXN001756,887,1248.41,345,3,6,0,11,840,0
TXN001757,2845,136.18,751,0,6,1,16,370,0
TXN001758,2205,1581.86,1,3,7,4,23,897,0
TXN001759,1099,446.1,110,2,5,0,15,748,0
TXN001760,2932,2028.31,850,1,5,1,8,900,0
TXN001761,1824,2824.57,787,2,0,1,11,496,0
TXN001762,1711,527.44,883,1,2,2,5,595,0
TXN001763,974,1138.45,894,3,6,3,18,972,0
TXN001764,1563,1352.07,746,2,6,1,5,802,0
TXN001765,2897,1705.61,64,0,8,2,7,456,0
TXN001766,2796,2829.43,756,2,7,0,6,176,0
TXN001767,989,2418.28,53,2,4,1,17,982,0
TXN001768,21,695.15,262,1,4,1,3,856,0
TXN001769,2351,7465.04,529,1,4,0,12,186,0
TXN001770,869,2703.72,302,3,3,2,1,393,0
TXN001771,84,5920.48,968,2,7,1,19,509,0
TXN001772,1683,1662.45,886,3,2,2,21,52,0
TXN001773,1977,1784.63,234,2,1,0,6,602,0
TXN001774,1411,952.77,73,2,5,0,21,972,0
TXN001775,1531,643.85,357,1,4,1,6,918,0
TXN001776,570,3534.78,951,2,7,1,13,846,0
TXN001777,934,1506.45,603,0,4,0,17,72,0
TXN001778,1981,936.48,484,2,7,0,20,476,0
TXN001779,1856,321.45,6,1,8,2,7,969,0
TXN001780,793,7087.86,710,1,5,0,17,551,0
TXN001781,792,1255.33,877,2,3,1,4,487,0
TXN001782,1810,251.62,708,2,5,2,13,449,0
TXN001783,1295,1209.19,982,0,4,1,16,640,0
TXN001784,2540,861.69,808,2,5,0,1,162,0
TXN001785,2256,820.3,859,2,8,0,6,154,0
TXN001786,1608,2189.68,997,3,6,1,23,773,0
TXN001787,1084,863.12,834,3,2,1,12,215,0
TXN001788,2478,760.06,137,2,11,2,21,105,0
TXN001789,985,5624.49,779,0,4,0,10,266,0
TXN001790,1681,135.98,404,1,6,0,8,619,0
TXN001791,520,1031.06,628,5,2,1,18,327,0
TXN001792,591,3342.99,555,1,8,0,11,825,0
TXN001793,1051,2326.96,743,2,9,0,3,97,0
TXN001794,1710,3729.61,570,1,2,1,18,842,0
TXN001795,2036,12405.39,206,2,8,0,20,266,0
TXN001796,2247,8423.17,410,3,5,2,10,252,0
TXN001797,2435,274.06,806,2,5,1,9,262,0
TXN001798,349,158.72,606,1,4,1,16,480,0
TXN001799,960,1623.31,36,1,3,0,3,824,0
TXN001800,1964,215.95,230,2,4,0,15,642,0
TXN001801,693,108.66,227,1,3,2,22,366,0
TXN001802,1560,1602.77,695,1,7,0,22,142,0
TXN001803,378,2165.6,262,2,7,0,6,457,0
TXN001804,2947,8547.28,131,1,6,0,15,18,0
TXN001805,2964,2757.6,577,1,5,1,13,971,0
TXN001806,527,10976.06,892,3,7,2,15,209,0
TXN001807,2782,1680.19,448,0,7,2,19,27,0
TXN001808,2254,280.47,186,2,5,0,16,758,0
TXN001809,2503,2941.35,629,2,3,0,5,645,0
TXN001810,1260,5438.05,186,2,5,0,15,612,0
TXN001811,1876,1753.38,274,3,5,1,12,994,0
TXN001812,1764,6252.02,663,2,5,0,21,438,0
TXN001813,521,945.86,352,1,7,0,21,219,0
TXN001814,1702,2111.34,413,2,7,1,21,210,0
TXN001815,1017,889.63,151,0,6,0,4,821,0
TXN001816,2774,19050.57,384,1,7,1,22,617,0
TXN001817,1014,3009.45,36,1,6,1,18,897,1
TXN001818,2549,287.14,326,0,6,1,19,336,0
TXN001819,117,10128.59,465,2,4,2,5,877,0
TXN001820,2434,454.95,466,0,2,1,20,124,0
TXN001821,1368,1114.81,95,1,5,0,23,39,0
TXN001822,584,1923.61,134,4,4,0,11,818,0
TXN001823,395,2121.74,162,1,9,0,10,275,0
TXN001824,1088,1959.54,556,3,8,0,13,556,0
TXN001825,2769,281.56,300,1,9,1,11,33,0
TXN001826,72,1967.35,795,2,4,0,7,191,0
TXN001827,274,4108.34,356,1,7,1,10,30,0
TXN001828,2014,3968.87,240,1,3,0,9,219,0
TXN001829,1344,229.94,564,1,4,1,14,608,0
TXN001830,338,499.3,938,3,4,1,12,541,0
TXN001831,1390,313.12,793,1,5,1,1,776,0
TXN001832,607,1648.75,586,2,7,1,0,172,0
TXN001833,166,170.38,807,0,5,0,6,490,0
TXN001834,1568,285.06,750,0,7,0,5,995,0
TXN001835,2059,493.66,167,1,6,1,12,163,0
TXN001836,1325,126.96,140,1,3,0,19,313,0
TXN001837,729,1060.65,139,3,5,1,1,654,0
TXN001838,2849,87.55,881,0,4,1,13,677,0
TXN001839,2044,1963.36,235,0,7,2,15,102,0
TXN001840,102,681.01,3,1,7,0,12,488,0
TXN001841,1416,518.65,256,2,4,1,6,40,0
TXN001842,779,630.87,371,0,7,2,17,998,0
TXN001843,214,1019.98,278,2,2,1,13,311,0
TXN001844,1112,2233.76,516,1,11,1,20,544,0
TXN001845,1577,5326.86,904,1,5,2,3,369,0
TXN001846,2449,3702.22,782,6,3,0,13,256,0
TXN001847,2636,15962.95,212,1,2,1,23,266,0
TXN001848,2937,2466.01,216,1,4,3,9,884,0
TXN001849,1696,1297.74,270,2,3,0,3,93,0
TXN001850,592,633.69,476,1,10,0,2,607,0
TXN001851,1334,659.47,528,1,4,2,23,566,0
TXN001852,1110,2094.03,928,0,6,0,4,364,0
TXN001853,2140,330.52,64,2,3,1,21,392,0
TXN001854,2721,1443.42,751,3,5,1,13,535,0
TXN001855,714,1072.09,460,0,3,1,1,954,0
TXN001856,936,457.73,16,1,3,0,21,251,0
TXN001857,1952,310.62,564,3,10,1,23,838,0
TXN001858,242,22689.58,19,0,2,0,17,943,0
TXN001859,2044,205.23,325,4,3,0,17,789,0
TXN001860,2,1010.99,908,1,7,0,20,645,0
TXN001861,2273,4755.71,93,0,5,0,3,549,0
TXN001862,2849,2069.1,773,3,6,2,19,837,0
TXN001863,1769,621.26,810,3,5,2,4,710,0
TXN001864,1950,262.28,17,2,2,0,22,133,0
TXN001865,2637,1281.45,623,2,3,0,1,565,0
TXN001866,2164,46.18,840,3,4,0,18,513,0
TXN001867,918,1344.58,872,1,10,0,3,755,0
TXN001868,2242,1143.43,488,1,6,1,5,817,1
TXN001869,2919,3960.58,94,1,9,1,12,987,0
TXN001870,90,278.1,10,1,3,1,14,958,0
TXN001871,1710,743.85,724,2,10,1,19,972,0
TXN001872,2170,1852.48,749,3,6,0,20,432,0
TXN001873,143,1403.44,766,1,5,2,23,451,0
TXN001874,106,218.95,528,0,4,0,0,817,0
TXN001875,887,504.21,489,0,5,0,2,694,0
TXN001876,428,5883.42,144,2,1,0,10,390,0
TXN001877,1329,1496.96,554,1,3,1,7,758,0
TXN001878,1896,148.87,515,2,5,0,4,951,0
TXN001879,1995,3164.91,919,3,5,2,8,442,0
TXN001880,317,160.92,470,0,4,0,14,385,0
TXN001881,1987,758.68,377,3,8,1,22,138,0
TXN001882,635,2155.83,668,0,6,0,9,842,0
TXN001883,1926,4705.31,494,1,6,1,16,776,0
TXN001884,2057,66.32,685,1,10,0,6,972,0
TXN001885,2822,2575.78,484,1,5,2,7,820,0
TXN001886,2271,3084.27,452,4,5,1,16,665,0
TXN001887,1440,562.04,998,0,4,0,16,114,0
TXN001888,553,1223.04,536,2,1,1,12,674,0
TXN001889,716,28.15,787,1,6,0,23,216,0
TXN001890,1288,40.55,75,1,7,0,5,897,1
TXN001891,1714,4147.41,40,1,5,0,15,196,0
TXN001892,1884,574.4,302,4,9,0,14,333,0
TXN001893,1108,723.82,552,3,14,0,12,23,0
TXN001894,1342,1453.33,62,1,6,0,14,876,0
TXN001895,111,706.89,750,1,3,1,6,395,0
TXN001896,251,632.43,503,3,5,1,12,996,0
TXN001897,2431,1760.56,999,1,6,1,19,105,0
TXN001898,2055,182.25,245,3,10,0,9,531,0
TXN001899,459,4411.2,18,1,2,1,4,325,0
TXN001900,1108,831.89,652,1,5,0,13,147,0
TXN001901,208,328.06,398,2,7,0,15,131,0
TXN001902,900,279.15,594,0,5,1,20,687,0
TXN001903,22,1154.22,189,0,4,2,12,950,0
TXN001904,410,759.28,620,3,4,0,8,304,0
TXN001905,895,170.95,746,0,5,1,15,134,0
TXN001906,515,532.61,780,3,6,1,14,242,0
TXN001907,809,415.28,104,3,7,2,10,901,0
TXN001908,874,4985.2,923,3,3,0,2,375,0
TXN001909,14,1282.47,646,5,8,0,10,701,0
TXN001910,971,7209.88,344,1,13,1,12,817,0
TXN001911,2135,467.8,371,1,7,2,0,435,0
TXN001912,2957,773.28,33,4,3,0,17,571,0
TXN001913,1561,1743.87,749,0,5,1,13,439,0
TXN001914,1325,2264.16,374,3,3,0,17,613,0
TXN001915,1267,2605.0,848,0,4,2,21,94,0
TXN001916,2170,377.9,178,1,8,1,23,494,0
TXN001917,750,390.87,12,3,7,1,12,737,0
TXN001918,685,715.87,863,1,5,0,6,486,0
TXN001919,1928,6483.97,953,2,4,1,12,970,0
TXN001920,2357,330.03,741,2,5,0,0,731,0
TXN001921,695,582.71,821,2,9,1,7,958,0
TXN001922,2336,2632.87,781,1,0,0,22,423,0
TXN001923,307,2469.14,890,1,6,0,1,774,0
TXN001924,1990,2135.6,456,2,5,1,9,406,0
TXN001925,2962,1208.35,870,1,4,0,21,87,0
TXN001926,662,305.47,643,2,6,1,10,655,0
TXN001927,549,478.7,249,1,6,0,6,135,0
TXN001928,312,4237.75,448,1,6,1,21,772,0
TXN001929,2921,2774.89,980,1,3,2,13,705,0
TXN001930,1083,220.97,570,1,2,0,12,813,0
TXN001931,2972,3113.02,4,2,6,1,0,788,0
TXN001932,1738,5273.95,236,0,4,0,8,258,0
TXN001933,755,1169.81,173,1,2,1,2,3,0
TXN001934,35,1829.02,322,2,4,0,4,312,0
TXN001935,445,3691.48,371,1,5,1,7,304,0
TXN001936,2141,475.87,548,2,7,0,13,997,0
TXN001937,1983,17953.09,791,2,4,0,17,592,0
TXN001938,1231,4758.53,749,0,6,1,19,947,0
TXN001939,353,2056.65,787,2,4,1,4,268,0
TXN001940,903,1052.15,296,0,2,0,8,410,0
TXN001941,1356,1985.71,840,1,3,1,17,177,0
TXN001942,2910,168.62,400,2,2,1,21,547,0
TXN001943,1749,13339.77,58,2,4,2,22,998,0
TXN001944,159,4249.98,875,3,4,0,11,114,0
TXN001945,1978,6353.85,530,0,5,2,1,570,0
TXN001946,957,1137.86,548,0,5,0,3,239,0
TXN001947,2072,711.7,408,2,4,1,3,150,0
TXN001948,404,488.25,641,1,4,0,15,862,0
TXN001949,2853,2911.11,513,2,5,1,21,30,0
TXN001950,516,592.85,64,0,4,1,17,465,0
TXN001951,2780,875.83,574,1,3,0,4,390,0
TXN001952,1388,2112.61,878,1,2,0,4,573,0
TXN001953,2580,497.11,420,1,1,1,11,798,0
TXN001954,956,3838.11,843,3,2,0,6,652,0
TXN001955,2200,1073.53,146,2,6,1,21,690,0
TXN001956,1713,179.51,272,0,3,0,10,595,0
TXN001957,2995,490.78,17,1,4,0,9,407,0
TXN001958,608,5270.19,792,0,5,0,3,456,0
TXN001959,2468,356.24,98,0,7,1,5,39,0
TXN001960,1274,3206.36,452,1,4,0,17,177,0
TXN001961,2914,1269.03,739,3,6,1,19,648,0
TXN001962,1536,892.44,975,2,4,2,10,502,0
TXN001963,2626,22361.88,898,2,4,1,11,87,0
TXN001964,2383,234.85,243,0,8,0,22,294,0
TXN001965,1442,451.17,479,1,5,1,10,634,0
TXN001966,2980,1066.23,201,1,6,0,15,802,0
TXN001967,1798,19908.44,906,2,4,1,22,538,0
TXN001968,295,1069.21,949,2,5,1,2,521,0
TXN001969,755,1524.01,473,2,3,0,1,835,0
TXN001970,1395,732.89,179,4,7,2,13,133,0
TXN001971,186,1686.4,508,2,4,0,10,86,0
TXN001972,1270,789.52,453,2,3,1,5,120,0
TXN001973,637,2525.99,270,4,5,1,2,991,0
TXN001974,1292,2776.72,234,1,5,0,11,400,0
TXN001975,530,828.05,624,1,5,1,14,747,0
TXN001976,2069,284.13,486,1,2,0,5,611,0
TXN001977,2959,1226.95,578,0,2,0,22,88,0
TXN001978,2915,5899.05,338,1,9,2,14,594,0
TXN001979,794,406.67,861,1,5,0,3,909,0
TXN001980,2148,1637.13,949,1,6,0,20,243,0
TXN001981,2800,258.04,757,2,9,0,16,372,1
TXN001982,478,314.89,757,1,2,1,16,986,0
TXN001983,1623,5220.97,980,0,3,1,7,370,0
TXN001984,940,2514.53,448,2,7,0,5,622,0
TXN001985,526,1666.96,584,6,4,0,16,674,0
TXN001986,2382,67.62,357,1,7,1,10,602,0
TXN001987,2,564.83,49,2,5,1,4,177,0
TXN001988,375,2271.46,496,2,5,0,13,559,0
TXN001989,2341,192.7,346,3,6,0,20,881,0
TXN001990,2885,717.19,702,1,6,1,7,812,0
TXN001991,553,2751.73,293,1,6,0,16,649,0
TXN001992,2366,178.87,689,2,5,0,0,99,0
TXN001993,1526,146.18,964,2,4,1,0,929,0
TXN001994,1852,182.62,673,2,7,1,6,336,0
TXN001995,381,1638.25,150,2,7,4,19,586,0
TXN001996,1647,562.06,582,3,5,5,10,392,0
TXN001997,14,3145.28,545,2,11,4,22,265,0
TXN001998,504,1268.03,796,2,6,1,11,748,0
TXN001999,2279,10473.9,856,2,5,0,20,860,0
TXN002000,2009,248.4,260,7,4,1,11,946,0
TXN002001,130,1632.92,322,1,5,0,22,875,0
TXN002002,838,422.31,77,3,3,0,4,772,0
TXN002003,2939,2253.53,110,2,3,0,12,121,0
TXN002004,2041,1266.39,817,2,2,0,19,860,0
TXN002005,28,333.04,896,1,8,0,22,211,0
TXN002006,2114,908.16,651,0,5,1,5,240,0
TXN002007,1253,1197.17,547,2,6,0,14,635,0
TXN002008,261,534.23,423,4,2,0,3,411,0
TXN002009,2047,2624.38,394,0,5,0,16,686,0
TXN002010,1473,318.2,235,0,6,0,14,572,0
TXN002011,1448,13483.34,330,1,6,1,22,64,0
TXN002012,460,3444.14,712,1,6,1,23,302,0
TXN002013,301,1666.51,325,0,7,1,14,935,0
TXN002014,2967,33335.47,151,0,8,1,4,119,0
TXN002015,2335,756.61,546,2,7,0,9,197,0
TXN002016,630,2283.93,636,3,3,1,8,981,0
TXN002017,270,1432.56,879,0,4,0,23,438,0
TXN002018,2640,2855.38,32,4,5,0,1,113,0
TXN002019,1994,6603.4,272,2,7,0,6,524,0
TXN002020,1629,2119.08,836,2,6,1,7,205,0
TXN002021,1802,3828.21,822,1,8,0,3,745,0
TXN002022,2892,566.53,636,2,4,0,0,146,0
TXN002023,862,856.3,924,1,4,0,0,394,0
TXN002024,1281,7831.78,368,2,3,0,11,788,0
TXN002025,2181,2244.48,492,1,5,0,20,100,0
TXN002026,1800,1477.33,316,1,6,0,23,738,0
TXN002027,1707,444.13,590,1,9,0,19,881,0
TXN002028,2561,3497.89,588,0,7,0,15,802,0
TXN002029,2361,429.34,572,2,2,2,16,516,0
TXN002030,576,301.45,597,0,3,0,13,500,0
TXN002031,2934,1258.8,368,1,0,0,18,40,0
TXN002032,2004,61.38,80,0,5,0,10,303,0
TXN002033,1308,2283.11,886,3,5,1,2,961,0
TXN002034,1957,1723.88,172,2,6,0,3,721,0
TXN002035,2735,718.12,258,1,2,1,19,411,1
TXN002036,2021,800.68,279,4,8,1,3,868,0
TXN002037,2213,950.34,504,1,6,1,12,222,0
TXN002038,2353,425.41,733,0,4,0,4,563,0
TXN002039,1656,1368.52,558,2,4,1,6,711,0
TXN002040,1580,813.0,491,1,1,0,3,211,0
TXN002041,1848,1255.06,585,1,4,0,22,315,0
TXN002042,2204,909.71,566,1,6,0,12,652,0
TXN002043,1391,718.36,839,0,6,2,20,60,0
TXN002044,1743,1531.79,733,3,3,0,3,668,0
TXN002045,1926,2799.85,893,3,6,0,7,344,0
TXN002046,620,584.22,337,0,1,1,14,271,0
TXN002047,1275,1762.64,521,3,8,2,23,945,0
TXN002048,957,2045.33,326,3,2,1,8,771,0
TXN002049,1940,234.95,172,0,4,2,15,92,0
TXN002050,2382,3539.9,84,1,6,0,11,531,0
TXN002051,969,12935.64,842,1,3,0,13,793,0
TXN002052,2559,986.62,841,1,6,1,3,648,0
TXN002053,1317,892.98,524,3,3,0,3,352,0
TXN002054,1044,849.28,481,3,6,1,22,871,0
TXN002055,282,2309.36,544,0,6,2,5,904,0
TXN002056,2845,2024.21,418,3,4,0,19,103,0
TXN002057,2167,162.59,339,0,6,0,17,245,0
TXN002058,1059,387.86,801,1,5,0,1,417,0
TXN002059,198,2015.81,320,3,6,0,15,238,0
TXN002060,2533,921.47,304,3,2,0,10,759,0
TXN002061,1083,270.6,272,2,5,0,19,198,0
TXN002062,2885,6636.32,690,1,7,1,12,447,0
TXN002063,1185,420.04,114,2,8,2,5,676,0
TXN002064,1009,1144.74,407,2,3,0,5,598,0
TXN002065,2739,892.63,26,1,6,2,21,842,0
TXN002066,1230,300.54,237,2,4,1,16,296,0
TXN002067,1036,1369.15,310,2,6,1,14,68,0
TXN002068,490,1755.53,684,5,5,0,4,696,0
TXN002069,276,625.65,233,6,4,1,13,872,0
TXN002070,2741,732.58,549,1,4,2,4,669,0
TXN002071,2290,2254.28,265,0,4,0,13,665,0
TXN002072,1240,102.5,990,1,4,0,6,404,0
TXN002073,1275,397.82,13,2,5,0,23,19,0
TXN002074,126,1416.75,496,0,4,2,7,652,0
TXN002075,217,582.84,316,2,4,4,8,162,0
TXN002076,1209,572.93,618,1,3,0,15,981,0
TXN002077,1247,3235.8,638,1,2,1,22,65,0
TXN002078,2543,512.86,848,3,6,0,23,920,0
TXN002079,2475,11790.08,384,1,3,2,15,732,0
TXN002080,919,133.56,642,3,8,0,7,8,0
TXN002081,1318,77.14,991,2,8,1,19,439,0
TXN002082,2199,3148.63,316,0,3,0,11,443,0
TXN002083,2432,336.72,256,1,2,1,19,150,0
TXN002084,1662,343.61,441,0,6,0,22,756,0
TXN002085,308,3574.86,115,0,4,1,11,532,0
TXN002086,1360,603.82,299,1,6,0,1,404,0
TXN002087,1970,3269.64,915,3,6,1,22,670,0
TXN002088,2794,527.16,124,0,5,0,8,803,0
TXN002089,892,1694.32,256,3,6,0,5,706,0
TXN002090,375,593.65,651,3,2,0,16,483,0
TXN002091,2034,363.66,718,1,7,1,14,102,0
TXN002092,1365,8749.24,47,1,5,2,12,51,0
TXN002093,129,4187.06,729,0,5,0,22,932,0
TXN002094,1015,458.53,831,1,6,0,17,48,0
TXN002095,1800,885.3,903,1,7,0,6,717,0
TXN002096,2717,6447.66,463,2,3,1,8,182,0
TXN002097,1382,335.0,350,0,2,0,18,696,0
TXN002098,517,357.48,123,1,8,2,4,61,0
TXN002099,1519,1927.68,31,0,8,1,7,36,0
TXN002100,86,16723.89,984,1,9,0,10,187,0
